fecha,aero,v1,v2,vb1,vb2,w1,w2,n1,n2,n3,t1,td,qnh,closed,Metar
Feb2016-090800Z,SPZO,09002KT,,9999,,-RA,,BKN040,SCT080,,11,8,1033,0,"('SPZO', 'Feb2016-090800Z', '09002KT', '9999', '-RA', 'BKN040', 'SCT080', '11/08', 'Q1033')"
Feb2016-090900Z,SPZO,00000KT,,8000,,-RA,,FEW020,SCT036,BKN080,11,8,1033,0,"('SPZO', 'Feb2016-090900Z', '00000KT', '8000', '-RA', 'FEW020', 'SCT036', 'BKN080', '11/08', 'Q1033')"
Feb2016-091000Z,SPZO*,00000KT,,7000,,RA,,FEW020,SCT033,BKN080,10,8,1034,1,"('SPZO*', 'Feb2016-091000Z', '00000KT', '7000', 'RA', 'FEW020', 'SCT033', 'BKN080', '10/08', 'Q1034')"
Feb2016-091100Z,SPZO*,00000KT,,9999,,,,FEW010,SCT036,BKN080,10,8,1034,1,"('SPZO*', 'Feb2016-091100Z', '00000KT', '9999', 'FEW010', 'SCT036', 'BKN080', '10/08', 'Q1034')"
Feb2016-091200Z,SPZO,24002KT,,9999,,,,FEW025,SCT036,BKN080,11,8,1035,0,"('SPZO', 'Feb2016-091200Z', '24002KT', '9999', 'FEW025', 'SCT036', 'BKN080', '11/08', 'Q1035')"
Feb2016-091300Z,SPZO,00000KT,,9999,,,,FEW033,SCT036,BKN080,13,8,1036,0,"('SPZO', 'Feb2016-091300Z', '00000KT', '9999', 'FEW033', 'SCT036', 'BKN080', '13/08', 'Q1036')"
Feb2016-091400Z,SPZO,VRB02KT,,9999,,,,SCT040,SCT080,,14,7,1036,0,"('SPZO', 'Feb2016-091400Z', 'VRB02KT', '9999', 'SCT040', 'SCT080', '14/07', 'Q1036')"
Feb2016-091500Z,SPZO,VRB04KT,,9999,,,,SCT040,BKN080,,18,7,1036,0,"('SPZO', 'Feb2016-091500Z', 'VRB04KT', '9999', 'SCT040', 'BKN080', '18/07', 'Q1036')"
Feb2016-091600Z,SPZO,VRB02KT,,9999,,VCSH,,SCT040,BKN080,,19,7,1034,0,"('SPZO', 'Feb2016-091600Z', 'VRB02KT', '9999', 'VCSH', 'SCT040', 'BKN080', '19/07', 'Q1034')"
Feb2016-091700Z,SPZO,VRB03KT,,9999,,VCSH,,FEW040TCU,SCT046,BKN080,18,7,1034,0,"('SPZO', 'Feb2016-091700Z', 'VRB03KT', '9999', 'VCSH', 'FEW040TCU', 'SCT046', 'BKN080', '18/07', 'Q1034')"
Feb2016-091800Z,SPZO,07008KT,030V110,9000,,-RA,,FEW040TCU,SCT046,BKN080,15,9,1033,0,"('SPZO', 'Feb2016-091800Z', '07008KT', '030V110', '9000', '-RA', 'FEW040TCU', 'SCT046', 'BKN080', '15/09', 'Q1033')"
Feb2016-091900Z,SPZO,VRB03KT,,9000,,-RA,,FEW040TCU,SCT046,BKN080,13,8,1033,0,"('SPZO', 'Feb2016-091900Z', 'VRB03KT', '9000', '-RA', 'FEW040TCU', 'SCT046', 'BKN080', '13/08', 'Q1033')"
Feb2016-092000Z,SPZO,VRB03KT,,9999,,,,FEW036TCU,SCT043,BKN080,17,8,1032,0,"('SPZO', 'Feb2016-092000Z', 'VRB03KT', '9999', 'FEW036TCU', 'SCT043', 'BKN080', '17/08', 'Q1032')"
Feb2016-092100Z,SPZO,27006KT,210V330,9999,,,,SCT043,SCT080,,18,9,1030,0,"('SPZO', 'Feb2016-092100Z', '27006KT', '210V330', '9999', 'SCT043', 'SCT080', '18/09', 'Q1030')"
Feb2016-092200Z,SPZO,24005KT,180V310,9999,,,,SCT043,SCT100,,19,9,1029,0,"('SPZO', 'Feb2016-092200Z', '24005KT', '180V310', '9999', 'SCT043', 'SCT100', '19/09', 'Q1029')"
Feb2016-092300Z,SPZO,33004KT,250V060,9999,,,,SCT046,BKN080,,18,7,1030,0,"('SPZO', 'Feb2016-092300Z', '33004KT', '250V060', '9999', 'SCT046', 'BKN080', '18/07', 'Q1030')"
Feb2016-100000Z,SPZO,28008KT,250V340,9999,,,,SCT040,BKN080,,15,8,1032,0,"('SPZO', 'Feb2016-100000Z', '28008KT', '250V340', '9999', 'SCT040', 'BKN080', '15/08', 'Q1032')"
Feb2016-100100Z,SPZO,26009KT,,9999,,,,SCT046,BKN080,,14,8,1033,0,"('SPZO', 'Feb2016-100100Z', '26009KT', '9999', 'SCT046', 'BKN080', '14/08', 'Q1033')"
Feb2016-100200Z,SPZO,26007KT,,9999,,,,FEW050,BKN080,,14,8,1034,0,"('SPZO', 'Feb2016-100200Z', '26007KT', '9999', 'FEW050', 'BKN080', '14/08', 'Q1034')"
Feb2016-100300Z,SPZO,26008KT,,9999,,-RA,,SCT043,BKN080,,14,8,1034,0,"('SPZO', 'Feb2016-100300Z', '26008KT', '9999', '-RA', 'SCT043', 'BKN080', '14/08', 'Q1034')"
Feb2016-100400Z,SPZO,24007KT,,9999,,-RA,,SCT040,BKN080,,13,8,1034,0,"('SPZO', 'Feb2016-100400Z', '24007KT', '9999', '-RA', 'SCT040', 'BKN080', '13/08', 'Q1034')"
Feb2016-100500Z,SPZO,00000KT,,9999,,-RA,,SCT040,BKN080,,12,8,1034,0,"('SPZO', 'Feb2016-100500Z', '00000KT', '9999', '-RA', 'SCT040', 'BKN080', '12/08', 'Q1034')"
Feb2016-100600Z,SPZO,08005KT,,9999,,,,SCT046,BKN080,,12,8,1034,0,"('SPZO', 'Feb2016-100600Z', '08005KT', '9999', 'SCT046', 'BKN080', '12/08', 'Q1034')"
Feb2016-100700Z,SPZO,00000KT,,9999,,,,SCT046,BKN080,,11,8,1033,0,"('SPZO', 'Feb2016-100700Z', '00000KT', '9999', 'SCT046', 'BKN080', '11/08', 'Q1033')"
Feb2016-100800Z,SPZO,00000KT,,9000,,-RA,,FEW020,SCT040,BKN080,10,7,1033,0,"('SPZO', 'Feb2016-100800Z', '00000KT', '9000', '-RA', 'FEW020', 'SCT040', 'BKN080', '10/07', 'Q1033')"
Feb2016-100900Z,SPZO*,26007KT,,9000,,,,FEW020,SCT036,BKN080,7,7,1034,1,"('SPZO*', 'Feb2016-100900Z', '26007KT', '9000', 'FEW020', 'SCT036', 'BKN080', '07/07', 'Q1034')"
Feb2016-101000Z,SPZO*,00000KT,,9000,,-RA,,FEW025,SCT036,BKN080,9,7,1034,1,"('SPZO*', 'Feb2016-101000Z', '00000KT', '9000', '-RA', 'FEW025', 'SCT036', 'BKN080', '09/07', 'Q1034')"
Feb2016-101100Z,SPZO*,00000KT,,9999,,,,FEW025,SCT036,BKN080,10,7,1035,1,"('SPZO*', 'Feb2016-101100Z', '00000KT', '9999', 'FEW025', 'SCT036', 'BKN080', '10/07', 'Q1035')"
Feb2016-101200Z,SPZO,VRB01KT,,9999,,,,FEW030,SCT036,BKN080,10,7,1036,0,"('SPZO', 'Feb2016-101200Z', 'VRB01KT', '9999', 'FEW030', 'SCT036', 'BKN080', '10/07', 'Q1036')"
Feb2016-101300Z,SPZO,VRB02KT,,9999,,,,FEW030,SCT036,BKN080,13,7,1037,0,"('SPZO', 'Feb2016-101300Z', 'VRB02KT', '9999', 'FEW030', 'SCT036', 'BKN080', '13/07', 'Q1037')"
Feb2016-101400Z,SPZO,VRB02KT,,9999,,,,FEW025,SCT036,BKN080,14,6,1037,0,"('SPZO', 'Feb2016-101400Z', 'VRB02KT', '9999', 'FEW025', 'SCT036', 'BKN080', '14/06', 'Q1037')"
Feb2016-101500Z,SPZO,09007KT,030V150,9999,,,,FEW030,SCT036,BKN080,14,9,1036,0,"('SPZO', 'Feb2016-101500Z', '09007KT', '030V150', '9999', 'FEW030', 'SCT036', 'BKN080', '14/09', 'Q1036')"
Feb2016-101600Z,SPZO,VRB04KT,,9999,,,,FEW030,SCT036,BKN080,16,8,1036,0,"('SPZO', 'Feb2016-101600Z', 'VRB04KT', '9999', 'FEW030', 'SCT036', 'BKN080', '16/08', 'Q1036')"
Feb2016-101700Z,SPZO,09006KT,360V160,9999,,,,SCT036,BKN080,,17,7,1035,0,"('SPZO', 'Feb2016-101700Z', '09006KT', '360V160', '9999', 'SCT036', 'BKN080', '17/07', 'Q1035')"
Feb2016-101800Z,SPZO,08006KT,010V160,9999,,,,FEW040TCU,SCT043,BKN080,17,8,1033,0,"('SPZO', 'Feb2016-101800Z', '08006KT', '010V160', '9999', 'FEW040TCU', 'SCT043', 'BKN080', '17/08', 'Q1033')"
Feb2016-101900Z,SPZO,09006KT,360V150,9999,,VCSH,,BKN043,SCT080,,19,7,1032,0,"('SPZO', 'Feb2016-101900Z', '09006KT', '360V150', '9999', 'VCSH', 'BKN043', 'SCT080', '19/07', 'Q1032')"
Feb2016-102000Z,SPZO,26005KT,210V290,9999,,,,BKN043,SCT080,,18,7,1030,0,"('SPZO', 'Feb2016-102000Z', '26005KT', '210V290', '9999', 'BKN043', 'SCT080', '18/07', 'Q1030')"
Feb2016-102100Z,SPZO,27016KT,240V300,9999,,VCSH,,BKN043,SCT080,,20,8,1030,0,"('SPZO', 'Feb2016-102100Z', '27016KT', '240V300', '9999', 'VCSH', 'BKN043', 'SCT080', '20/08', 'Q1030')"
Feb2016-102200Z,SPZO,28011KT,240V310,9999,,VCSH,,FEW040TCU,SCT043,BKN080,17,7,1030,0,"('SPZO', 'Feb2016-102200Z', '28011KT', '240V310', '9999', 'VCSH', 'FEW040TCU', 'SCT043', 'BKN080', '17/07', 'Q1030')"
Feb2016-102300Z,SPZO,VRB04KT,,9000,,-RA,VCSH,FEW040TCU,SCT043,BKN070,13,9,1031,0,"('SPZO', 'Feb2016-102300Z', 'VRB04KT', '9000', '-RA', 'VCSH', 'FEW040TCU', 'SCT043', 'BKN070', '13/09', 'Q1031')"
Feb2016-110000Z,SPZO,VRB02KT,,9000,,-RA,,FEW040TCU,SCT046,BKN070,12,9,1033,0,"('SPZO', 'Feb2016-110000Z', 'VRB02KT', '9000', '-RA', 'FEW040TCU', 'SCT046', 'BKN070', '12/09', 'Q1033')"
Feb2016-110100Z,SPZO,00000KT,,9999,,-DZ,,SCT046,BKN080,,12,9,1034,0,"('SPZO', 'Feb2016-110100Z', '00000KT', '9999', '-DZ', 'SCT046', 'BKN080', '12/09', 'Q1034')"
Feb2016-110200Z,SPZO,00000KT,,9999,,,,SCT040,BKN080,,12,9,1034,0,"('SPZO', 'Feb2016-110200Z', '00000KT', '9999', 'SCT040', 'BKN080', '12/09', 'Q1034')"
Feb2016-110300Z,SPZO,VRB02KT,,9999,,,,SCT046,BKN080,,12,10,1035,0,"('SPZO', 'Feb2016-110300Z', 'VRB02KT', '9999', 'SCT046', 'BKN080', '12/10', 'Q1035')"
Feb2016-110400Z,SPZO,08003KT,,9999,,,,SCT043,BKN080,,12,9,1035,0,"('SPZO', 'Feb2016-110400Z', '08003KT', '9999', 'SCT043', 'BKN080', '12/09', 'Q1035')"
Feb2016-110500Z,SPZO,10003KT,,9999,,-RA,,FEW025,SCT040,BKN080,11,9,1034,0,"('SPZO', 'Feb2016-110500Z', '10003KT', '9999', '-RA', 'FEW025', 'SCT040', 'BKN080', '11/09', 'Q1034')"
Feb2016-110600Z,SPZO,08003KT,,9999,,-RA,,FEW025,SCT040,BKN080,11,9,1034,0,"('SPZO', 'Feb2016-110600Z', '08003KT', '9999', '-RA', 'FEW025', 'SCT040', 'BKN080', '11/09', 'Q1034')"
Feb2016-110700Z,SPZO,09003KT,,9999,,-RA,,FEW025,SCT040,BKN080,11,9,1034,0,"('SPZO', 'Feb2016-110700Z', '09003KT', '9999', '-RA', 'FEW025', 'SCT040', 'BKN080', '11/09', 'Q1034')"
Feb2016-110800Z,SPZO,07004KT,,9999,,,,FEW030,SCT046,BKN080,11,9,1033,0,"('SPZO', 'Feb2016-110800Z', '07004KT', '9999', 'FEW030', 'SCT046', 'BKN080', '11/09', 'Q1033')"
Feb2016-110900Z,SPZO,08004KT,,9999,,,,FEW036,SCT046,BKN080,10,8,1033,0,"('SPZO', 'Feb2016-110900Z', '08004KT', '9999', 'FEW036', 'SCT046', 'BKN080', '10/08', 'Q1033')"
Feb2016-111000Z,SPZO,09003KT,,9999,,,,FEW025,SCT040,BKN080,10,8,1034,0,"('SPZO', 'Feb2016-111000Z', '09003KT', '9999', 'FEW025', 'SCT040', 'BKN080', '10/08', 'Q1034')"
Feb2016-111100Z,SPZO,09003KT,,9999,,,,FEW020,SCT043,BKN080,10,8,1035,0,"('SPZO', 'Feb2016-111100Z', '09003KT', '9999', 'FEW020', 'SCT043', 'BKN080', '10/08', 'Q1035')"
Feb2016-111200Z,SPZO,VRB01KT,,9000,,,,FEW015,SCT036,BKN080,11,8,1035,0,"('SPZO', 'Feb2016-111200Z', 'VRB01KT', '9000', 'FEW015', 'SCT036', 'BKN080', '11/08', 'Q1035')"
Feb2016-111300Z,SPZO,VRB03KT,,9000,,,,FEW015,SCT036,BKN080,13,8,1035,0,"('SPZO', 'Feb2016-111300Z', 'VRB03KT', '9000', 'FEW015', 'SCT036', 'BKN080', '13/08', 'Q1035')"
Feb2016-111400Z,SPZO,08004KT,010V130,9999,,,,FEW020,SCT036,BKN080,15,8,1035,0,"('SPZO', 'Feb2016-111400Z', '08004KT', '010V130', '9999', 'FEW020', 'SCT036', 'BKN080', '15/08', 'Q1035')"
Feb2016-111500Z,SPZO,VRB04KT,,9999,,,,FEW030,SCT040,BKN080,17,7,1035,0,"('SPZO', 'Feb2016-111500Z', 'VRB04KT', '9999', 'FEW030', 'SCT040', 'BKN080', '17/07', 'Q1035')"
Feb2016-111600Z,SPZO,VRB03KT,,9999,,,,BKN043,BKN080,,18,6,1033,0,"('SPZO', 'Feb2016-111600Z', 'VRB03KT', '9999', 'BKN043', 'BKN080', '18/06', 'Q1033')"
Feb2016-111700Z,SPZO,VRB04KT,,9999,,,,BKN043,BKN080,,19,6,1032,0,"('SPZO', 'Feb2016-111700Z', 'VRB04KT', '9999', 'BKN043', 'BKN080', '19/06', 'Q1032')"
Feb2016-111800Z,SPZO,VRB05KT,,9999,,,,FEW040,SCT046,BKN080,19,6,1031,0,"('SPZO', 'Feb2016-111800Z', 'VRB05KT', '9999', 'FEW040', 'SCT046', 'BKN080', '19/06', 'Q1031')"
Feb2016-111900Z,SPZO,36006KT,290V080,9999,,,,SCT046,BKN100,,17,8,1030,0,"('SPZO', 'Feb2016-111900Z', '36006KT', '290V080', '9999', 'SCT046', 'BKN100', '17/08', 'Q1030')"
Feb2016-112000Z,SPZO,13006KT,090V190,9999,,VCSH,,FEW040TCU,SCT050,,18,7,1030,0,"('SPZO', 'Feb2016-112000Z', '13006KT', '090V190', '9999', 'VCSH', 'FEW040TCU', 'SCT050', '18/07', 'Q1030')"
Feb2016-112100Z,SPZO,28013KT,240V320,9999,,,,SCT040TCU,SCT046,,16,9,1029,0,"('SPZO', 'Feb2016-112100Z', '28013KT', '240V320', '9999', 'SCT040TCU', 'SCT046', '16/09', 'Q1029')"
Feb2016-112200Z,SPZO,VRB02KT,,9999,,VCSH,,FEW040TCU,SCT046,BKN080,14,8,1030,0,"('SPZO', 'Feb2016-112200Z', 'VRB02KT', '9999', 'VCSH', 'FEW040TCU', 'SCT046', 'BKN080', '14/08', 'Q1030')"
Feb2016-112300Z,SPZO,09008KT,,9999,,VCSH,,FEW043TCU,SCT050,BKN080,12,9,1031,0,"('SPZO', 'Feb2016-112300Z', '09008KT', '9999', 'VCSH', 'FEW043TCU', 'SCT050', 'BKN080', '12/09', 'Q1031=')"
Feb2016-120000Z,SPZO,VRB02KT,,9000,,-RA,,FEW040,SCT046,BKN080,12,8,1031,0,"('SPZO', 'Feb2016-120000Z', 'VRB02KT', '9000', '-RA', 'FEW040', 'SCT046', 'BKN080', '12/08', 'Q1031')"
Feb2016-120100Z,SPZO,00000KT,,9000,,-DZ,,FEW040,SCT046,BKN080,12,8,1032,0,"('SPZO', 'Feb2016-120100Z', '00000KT', '9000', '-DZ', 'FEW040', 'SCT046', 'BKN080', '12/08', 'Q1032')"
Feb2016-120200Z,SPZO,00000KT,,9999,,,,FEW033,SCT043,BKN100,11,8,1033,0,"('SPZO', 'Feb2016-120200Z', '00000KT', '9999', 'FEW033', 'SCT043', 'BKN100', '11/08', 'Q1033')"
Feb2016-120300Z,SPZO,00000KT,,9999,,,,FEW033,SCT046,BKN080,11,9,1033,0,"('SPZO', 'Feb2016-120300Z', '00000KT', '9999', 'FEW033', 'SCT046', 'BKN080', '11/09', 'Q1033')"
Feb2016-120400Z,SPZO,07004KT,,9999,,,,FEW033,SCT046,BKN100,11,9,1033,0,"('SPZO', 'Feb2016-120400Z', '07004KT', '9999', 'FEW033', 'SCT046', 'BKN100', '11/09', 'Q1033')"
Feb2016-120500Z,SPZO,06003KT,,9999,,,,FEW033,SCT043,BKN080,11,8,1033,0,"('SPZO', 'Feb2016-120500Z', '06003KT', '9999', 'FEW033', 'SCT043', 'BKN080', '11/08', 'Q1033')"
Feb2016-120600Z,SPZO,08002KT,,9999,,,,FEW033,SCT043,BKN080,11,8,1032,0,"('SPZO', 'Feb2016-120600Z', '08002KT', '9999', 'FEW033', 'SCT043', 'BKN080', '11/08', 'Q1032')"
Feb2016-120700Z,SPZO,00000KT,,9999,,,,FEW030,SCT040,BKN080,10,8,1032,0,"('SPZO', 'Feb2016-120700Z', '00000KT', '9999', 'FEW030', 'SCT040', 'BKN080', '10/08', 'Q1032')"
Feb2016-120800Z,SPZO,00000KT,,9999,,,,FEW030,SCT036,BKN080,11,9,1032,0,"('SPZO', 'Feb2016-120800Z', '00000KT', '9999', 'FEW030', 'SCT036', 'BKN080', '11/09', 'Q1032')"
Feb2016-120900Z,SPZO*,08002KT,,9999,,,,FEW025,SCT036,BKN070,11,9,1032,1,"('SPZO*', 'Feb2016-120900Z', '08002KT', '9999', 'FEW025', 'SCT036', 'BKN070', '11/09', 'Q1032')"
Feb2016-121000Z,SPZO*,26005KT,210V280,8000,,-RA,,FEW025,SCT036,BKN070,11,8,1032,1,"('SPZO*', 'Feb2016-121000Z', '26005KT', '210V280', '8000', '-RA', 'FEW025', 'SCT036', 'BKN070', '11/08', 'Q1032')"
Feb2016-121100Z,SPZO*,VRB01KT,,8000,,-DZ,,FEW025,SCT036,OVC070,10,8,1033,1,"('SPZO*', 'Feb2016-121100Z', 'VRB01KT', '8000', '-DZ', 'FEW025', 'SCT036', 'OVC070', '10/08', 'Q1033')"
Feb2016-121200Z,SPZO*,00000KT,,9000,,-DZ,,FEW030,SCT036,OVC080,10,8,1034,1,"('SPZO*', 'Feb2016-121200Z', '00000KT', '9000', '-DZ', 'FEW030', 'SCT036', 'OVC080', '10/08', 'Q1034')"
Feb2016-121300Z,SPZO,VRB02KT,,9999,,,,FEW030,SCT043,BKN100,12,9,1035,0,"('SPZO', 'Feb2016-121300Z', 'VRB02KT', '9999', 'FEW030', 'SCT043', 'BKN100', '12/09', 'Q1035')"
Feb2016-121400Z,SPZO,08005KT,,9999,,VCSH,,FEW025,SCT043,BKN080,13,8,1035,0,"('SPZO', 'Feb2016-121400Z', '08005KT', '9999', 'VCSH', 'FEW025', 'SCT043', 'BKN080', '13/08', 'Q1035')"
Feb2016-121500Z,SPZO,08008KT,060V120,7000,,VCSH,,FEW025,SCT036,BKN080,13,9,1035,0,"('SPZO', 'Feb2016-121500Z', '08008KT', '060V120', '7000', 'VCSH', 'FEW025', 'SCT036', 'BKN080', '13/09', 'Q1035=')"
Feb2016-121600Z,SPZO,05004KT,360V090,9999,,,,FEW030,SCT046,BKN080,14,10,1034,0,"('SPZO', 'Feb2016-121600Z', '05004KT', '360V090', '9999', 'FEW030', 'SCT046', 'BKN080', '14/10', 'Q1034')"
Feb2016-121700Z,SPZO,35004KT,290V040,9999,,-RA,,FEW036,SCT046,BKN100,15,9,1033,0,"('SPZO', 'Feb2016-121700Z', '35004KT', '290V040', '9999', '-RA', 'FEW036', 'SCT046', 'BKN100', '15/09', 'Q1033')"
Feb2016-121800Z,SPZO,00000KT,,9999,,VCSH,,FEW040TCU,SCT050,BKN080,19,11,1031,0,"('SPZO', 'Feb2016-121800Z', '00000KT', '9999', 'VCSH', 'FEW040TCU', 'SCT050', 'BKN080', '19/11', 'Q1031')"
Feb2016-121900Z,SPZO,30011KT,,9999,,VCSH,,FEW040TCU,SCT050,BKN080,16,8,1030,0,"('SPZO', 'Feb2016-121900Z', '30011KT', '9999', 'VCSH', 'FEW040TCU', 'SCT050', 'BKN080', '16/08', 'Q1030')"
Feb2016-122000Z,SPZO,VRB04KT,,9999,,VCSH,,SCT046,BKN080,,16,8,1030,0,"('SPZO', 'Feb2016-122000Z', 'VRB04KT', '9999', 'VCSH', 'SCT046', 'BKN080', '16/08', 'Q1030')"
Feb2016-122100Z,SPZO,VRB03KT,,9999,,,,SCT046,SCT080,,17,8,1029,0,"('SPZO', 'Feb2016-122100Z', 'VRB03KT', '9999', 'SCT046', 'SCT080', '17/08', 'Q1029')"
Feb2016-122200Z,SPZO,27007KT,,9999,,,,SCT046,SCT080,,18,8,1029,0,"('SPZO', 'Feb2016-122200Z', '27007KT', '9999', 'SCT046', 'SCT080', '18/08', 'Q1029')"
Feb2016-122300Z,SPZO,26007KT,,9999,,,,SCT046,SCT080,,16,8,1029,0,"('SPZO', 'Feb2016-122300Z', '26007KT', '9999', 'SCT046', 'SCT080', '16/08', 'Q1029')"
Feb2016-130000Z,SPZO,27008KT,,9999,,,,SCT050,,,15,8,1030,0,"('SPZO', 'Feb2016-130000Z', '27008KT', '9999', 'SCT050', '15/08', 'Q1030')"
Feb2016-130100Z,SPZO,28006KT,,9999,,,,SCT046,SCT080,,15,8,1031,0,"('SPZO', 'Feb2016-130100Z', '28006KT', '9999', 'SCT046', 'SCT080', '15/08', 'Q1031')"
Feb2016-130200Z,SPZO,26007KT,,9999,,,,SCT046,SCT080,,14,8,1031,0,"('SPZO', 'Feb2016-130200Z', '26007KT', '9999', 'SCT046', 'SCT080', '14/08', 'Q1031')"
Feb2016-130300Z,SPZO,26003KT,,9999,,,,BKN050,SCT100,,12,8,1032,0,"('SPZO', 'Feb2016-130300Z', '26003KT', '9999', 'BKN050', 'SCT100', '12/08', 'Q1032')"
Feb2016-130400Z,SPZO,28003KT,,9999,,,,BKN050,SCT100,,12,8,1032,0,"('SPZO', 'Feb2016-130400Z', '28003KT', '9999', 'BKN050', 'SCT100', '12/08', 'Q1032')"
Feb2016-130500Z,SPZO,00000KT,,9999,,,,BKN050,SCT100,,12,8,1031,0,"('SPZO', 'Feb2016-130500Z', '00000KT', '9999', 'BKN050', 'SCT100', '12/08', 'Q1031')"
Feb2016-130600Z,SPZO,00000KT,,9999,,,,BKN043,SCT100,,12,8,1031,0,"('SPZO', 'Feb2016-130600Z', '00000KT', '9999', 'BKN043', 'SCT100', '12/08', 'Q1031')"
Feb2016-130700Z,SPZO,07004KT,,9999,,-RA,,BKN040,SCT080,,11,9,1031,0,"('SPZO', 'Feb2016-130700Z', '07004KT', '9999', '-RA', 'BKN040', 'SCT080', '11/09', 'Q1031')"
Feb2016-130800Z,SPZO,07004KT,,9999,,,,FEW030,SCT040,BKN080,11,9,1031,0,"('SPZO', 'Feb2016-130800Z', '07004KT', '9999', 'FEW030', 'SCT040', 'BKN080', '11/09', 'Q1031')"
Feb2016-130900Z,SPZO,04002KT,,9999,,,,FEW020,SCT040,BKN080,11,9,1031,0,"('SPZO', 'Feb2016-130900Z', '04002KT', '9999', 'FEW020', 'SCT040', 'BKN080', '11/09', 'Q1031')"
Feb2016-131000Z,SPZO,VRB02KT,,9999,,,,SCT025,SCT080,,10,8,1031,0,"('SPZO', 'Feb2016-131000Z', 'VRB02KT', '9999', 'SCT025', 'SCT080', '10/08', 'Q1031')"
Feb2016-131100Z,SPZO,00000KT,,9999,,,,FEW020,SCT100,,9,8,1032,0,"('SPZO', 'Feb2016-131100Z', '00000KT', '9999', 'FEW020', 'SCT100', '09/08', 'Q1032')"
Feb2016-131200Z,SPZO,00000KT,,9999,,,,FEW030,SCT080,,10,8,1033,0,"('SPZO', 'Feb2016-131200Z', '00000KT', '9999', 'FEW030', 'SCT080', '10/08', 'Q1033')"
Feb2016-131300Z,SPZO,00000KT,,9999,,,,FEW036,BKN080,,14,9,1034,0,"('SPZO', 'Feb2016-131300Z', '00000KT', '9999', 'FEW036', 'BKN080', '14/09', 'Q1034')"
Feb2016-131400Z,SPZO,VRB02KT,,9999,,,,SCT050,,,16,6,1033,0,"('SPZO', 'Feb2016-131400Z', 'VRB02KT', '9999', 'SCT050', '16/06', 'Q1033')"
Feb2016-131500Z,SPZO,VRB04KT,,9999,,,,SCT050,,,18,7,1033,0,"('SPZO', 'Feb2016-131500Z', 'VRB04KT', '9999', 'SCT050', '18/07', 'Q1033')"
Feb2016-131600Z,SPZO,VRB03KT,,9999,,,,SCT050,,,18,5,1032,0,"('SPZO', 'Feb2016-131600Z', 'VRB03KT', '9999', 'SCT050', '18/05', 'Q1032')"
Feb2016-131700Z,SPZO,12004KT,,9999,,,,SCT050,SCT080,,21,4,1031,0,"('SPZO', 'Feb2016-131700Z', '12004KT', '9999', 'SCT050', 'SCT080', '21/04', 'Q1031')"
Feb2016-131800Z,SPZO,VRB05KT,,9999,,,,FEW040TCU,SCT060,BKN080,20,7,1029,0,"('SPZO', 'Feb2016-131800Z', 'VRB05KT', '9999', 'FEW040TCU', 'SCT060', 'BKN080', '20/07', 'Q1029')"
Feb2016-131900Z,SPZO,25012KT,200V290,9999,,,,FEW040TCU,SCT060,BKN080,21,8,1028,0,"('SPZO', 'Feb2016-131900Z', '25012KT', '200V290', '9999', 'FEW040TCU', 'SCT060', 'BKN080', '21/08', 'Q1028')"
Feb2016-132000Z,SPZO,36007KT,290V050,9999,,,,SCT060,SCT080,,22,6,1027,0,"('SPZO', 'Feb2016-132000Z', '36007KT', '290V050', '9999', 'SCT060', 'SCT080', '22/06', 'Q1027')"
Feb2016-132100Z,SPZO,01010KT,290V050,9999,,,,SCT060,SCT080,,21,7,1026,0,"('SPZO', 'Feb2016-132100Z', '01010KT', '290V050', '9999', 'SCT060', 'SCT080', '21/07', 'Q1026')"
Feb2016-132200Z,SPZO,36007KT,,9999,,,,FEW060,SCT080,,20,5,1026,0,"('SPZO', 'Feb2016-132200Z', '36007KT', '9999', 'FEW060', 'SCT080', '20/05', 'Q1026')"
Feb2016-132300Z,SPZO,01008KT,290V070,9999,,,,FEW060,,,18,5,1027,0,"('SPZO', 'Feb2016-132300Z', '01008KT', '290V070', '9999', 'FEW060', '18/05', 'Q1027')"
Feb2016-140000Z,SPZO,29007KT,240V360,9999,,,,FEW050,,,16,6,1029,0,"('SPZO', 'Feb2016-140000Z', '29007KT', '240V360', '9999', 'FEW050', '16/06', 'Q1029')"
Feb2016-140100Z,SPZO,25007KT,,9999,,,,FEW060,,,15,7,1030,0,"('SPZO', 'Feb2016-140100Z', '25007KT', '9999', 'FEW060', '15/07', 'Q1030')"
Feb2016-140200Z,SPZO,00000KT,,9999,,,,FEW050,,,14,7,1031,0,"('SPZO', 'Feb2016-140200Z', '00000KT', '9999', 'FEW050', '14/07', 'Q1031')"
Feb2016-140300Z,SPZO,00000KT,,9999,,,,SCT050,,,12,8,1032,0,"('SPZO', 'Feb2016-140300Z', '00000KT', '9999', 'SCT050', '12/08', 'Q1032')"
Feb2016-140400Z,SPZO,25004KT,,9999,,,,FEW050,,,10,7,1032,0,"('SPZO', 'Feb2016-140400Z', '25004KT', '9999', 'FEW050', '10/07', 'Q1032')"
Feb2016-140500Z,SPZO,VRB02KT,,9999,,,,FEW050,SCT100,,10,7,1032,0,"('SPZO', 'Feb2016-140500Z', 'VRB02KT', '9999', 'FEW050', 'SCT100', '10/07', 'Q1032')"
