fecha,aero,v1,v2,vb1,vb2,w1,w2,n1,n2,n3,t1,td,qnh,closed,Metar
Feb2008-051200Z,SPZO,VRB01KT,,9999,,,,FEW043,BKN100,,10,8,1033,0,"('SPZO', 'Feb2008-051200Z', 'VRB01KT', '9999', 'FEW043', 'BKN100', '10/08', 'Q1033')"
Feb2008-051300Z,SPZO,VRB02KT,,9999,,,,SCT043,SCT100,,12,6,1033,0,"('SPZO', 'Feb2008-051300Z', 'VRB02KT', '9999', 'SCT043', 'SCT100', '12/06', 'Q1033')"
Feb2008-051400Z,SPZO,VRB04KT,,9999,,,,SCT046,SCT100,,15,6,1033,0,"('SPZO', 'Feb2008-051400Z', 'VRB04KT', '9999', 'SCT046', 'SCT100', '15/06', 'Q1033')"
Feb2008-051500Z,SPZO,VRB01KT,,9999,,,,SCT046,,,16,6,1033,0,"('SPZO', 'Feb2008-051500Z', 'VRB01KT', '9999', 'SCT046', '16/06', 'Q1033')"
Feb2008-051600Z,SPZO,VRB05KT,,9999,,,,SCT046,,,17,4,1032,0,"('SPZO', 'Feb2008-051600Z', 'VRB05KT', '9999', 'SCT046', '17/04', 'Q1032')"
Feb2008-051700Z,SPZO,24005KT,150V280,9999,,,,SCT050,,,19,4,1031,0,"('SPZO', 'Feb2008-051700Z', '24005KT', '150V280', '9999', 'SCT050', '19/04', 'Q1031')"
Feb2008-051800Z,SPZO,35009KT,250V050,9999,,,,SCT050,,,20,7,1029,0,"('SPZO', 'Feb2008-051800Z', '35009KT', '250V050', '9999', 'SCT050', '20/07', 'Q1029')"
Feb2008-051900Z,SPZO,01013G23KT,330V070,9999,,,,SCT050,,,20,4,1028,0,"('SPZO', 'Feb2008-051900Z', '01013G23KT', '330V070', '9999', 'SCT050', '20/04', 'Q1028')"
Feb2008-052000Z,SPZO,36011KT,300V080,9999,,,,FEW050,,,21,4,1027,0,"('SPZO', 'Feb2008-052000Z', '36011KT', '300V080', '9999', 'FEW050', '21/04', 'Q1027')"
Feb2008-052100Z,SPZO,34012KT,290V040,9999,,,,FEW050,,,20,3,1026,0,"('SPZO', 'Feb2008-052100Z', '34012KT', '290V040', '9999', 'FEW050', '20/03', 'Q1026')"
Feb2008-052200Z,SPZO,36008KT,310V030,9999,,,,FEW050,SCT230,,19,0,1026,0,"('SPZO', 'Feb2008-052200Z', '36008KT', '310V030', '9999', 'FEW050', 'SCT230', '19/00', 'Q1026')"
Feb2008-052300Z,SPZO,VRB04KT,,9999,,,,FEW050,SCT230,,17,1,1028,0,"('SPZO', 'Feb2008-052300Z', 'VRB04KT', '9999', 'FEW050', 'SCT230', '17/01', 'Q1028')"
Feb2008-060000Z,SPZO,36010KT,330V040,9999,,,,FEW043,SCT230,,15,2,1028,0,"('SPZO', 'Feb2008-060000Z', '36010KT', '330V040', '9999', 'FEW043', 'SCT230', '15/02', 'Q1028')"
Feb2008-060100Z,SPZO,06004KT,350V110,9999,,,,FEW050,BKN100,,14,3,1030,0,"('SPZO', 'Feb2008-060100Z', '06004KT', '350V110', '9999', 'FEW050', 'BKN100', '14/03', 'Q1030')"
Feb2008-060200Z,SPZO,36006KT,300V060,9999,,,,SCT050,,,13,3,1032,0,"('SPZO', 'Feb2008-060200Z', '36006KT', '300V060', '9999', 'SCT050', '13/03', 'Q1032')"
Feb2008-060300Z,SPZO,VRB03KT,,9999,,,,FEW040,SCT080,,13,3,1032,0,"('SPZO', 'Feb2008-060300Z', 'VRB03KT', '9999', 'FEW040', 'SCT080', '13/03', 'Q1032')"
Feb2008-060400Z,SPZO,00000KT,,9999,,,,SCT036,SCT080,,11,5,1033,0,"('SPZO', 'Feb2008-060400Z', '00000KT', '9999', 'SCT036', 'SCT080', '11/05', 'Q1033')"
Feb2008-060500Z,SPZO,00000KT,,9999,,,,SCT036,SCT046,,11,5,1032,0,"('SPZO', 'Feb2008-060500Z', '00000KT', '9999', 'SCT036', 'SCT046', '11/05', 'Q1032')"
Feb2008-060600Z,SPZO,00000KT,,9999,,,,OVC040,,,11,6,1033,0,"('SPZO', 'Feb2008-060600Z', '00000KT', '9999', 'OVC040', '11/06', 'Q1033')"
Feb2008-060700Z,SPZO,00000KT,,9999,,-RA,,OVC040,,,11,4,1032,0,"('SPZO', 'Feb2008-060700Z', '00000KT', '9999', '-RA', 'OVC040', '11/04', 'Q1032')"
Feb2008-060800Z,SPZO,33007KT,,9999,,,,SCT036,BKN043,,10,4,1032,0,"('SPZO', 'Feb2008-060800Z', '33007KT', '9999', 'SCT036', 'BKN043', '10/04', 'Q1032')"
Feb2008-060900Z,SPZO,04004KT,,9999,,,,SCT036,BKN043,,10,4,1032,0,"('SPZO', 'Feb2008-060900Z', '04004KT', '9999', 'SCT036', 'BKN043', '10/04', 'Q1032')"
Feb2008-061000Z,SPZO,VRB03KT,,9999,,,,FEW040,BKN060,,9,4,1032,0,"('SPZO', 'Feb2008-061000Z', 'VRB03KT', '9999', 'FEW040', 'BKN060', '09/04', 'Q1032')"
Feb2008-061100Z,SPZO,08002KT,,9999,,,,FEW050,SCT230,,8,4,1032,0,"('SPZO', 'Feb2008-061100Z', '08002KT', '9999', 'FEW050', 'SCT230', '08/04', 'Q1032')"
Feb2008-061200Z,SPZO,00000KT,,9999,,,,FEW050,BKN230,,9,5,1033,0,"('SPZO', 'Feb2008-061200Z', '00000KT', '9999', 'FEW050', 'BKN230', '09/05', 'Q1033')"
Feb2008-061300Z,SPZO,00000KT,,9999,,,,FEW050,OVC230,,12,5,1034,0,"('SPZO', 'Feb2008-061300Z', '00000KT', '9999', 'FEW050', 'OVC230', '12/05', 'Q1034')"
Feb2008-061400Z,SPZO,00000KT,,9999,,,,FEW050,BKN230,,13,6,1034,0,"('SPZO', 'Feb2008-061400Z', '00000KT', '9999', 'FEW050', 'BKN230', '13/06', 'Q1034')"
Feb2008-061500Z,SPZO,00000KT,,9999,,,,FEW050,BKN230,,15,6,1033,0,"('SPZO', 'Feb2008-061500Z', '00000KT', '9999', 'FEW050', 'BKN230', '15/06', 'Q1033')"
Feb2008-061600Z,SPZO,VRB03KT,,9999,,,,FEW050,BKN230,,17,5,1032,0,"('SPZO', 'Feb2008-061600Z', 'VRB03KT', '9999', 'FEW050', 'BKN230', '17/05', 'Q1032')"
Feb2008-061700Z,SPZO,VRB04KT,,9999,,,,FEW050,BKN230,,19,5,1031,0,"('SPZO', 'Feb2008-061700Z', 'VRB04KT', '9999', 'FEW050', 'BKN230', '19/05', 'Q1031')"
Feb2008-061800Z,SPZO,VRB04KT,,9999,,,,SCT050,SCT230,,19,4,1029,0,"('SPZO', 'Feb2008-061800Z', 'VRB04KT', '9999', 'SCT050', 'SCT230', '19/04', 'Q1029')"
Feb2008-061900Z,SPZO,VRB07KT,,9999,,,,SCT050,SCT230,,20,3,1028,0,"('SPZO', 'Feb2008-061900Z', 'VRB07KT', '9999', 'SCT050', 'SCT230', '20/03', 'Q1028')"
Feb2008-062000Z,SPZO,01008KT,300V080,9999,,,,FEW050,SCT230,,20,3,1027,0,"('SPZO', 'Feb2008-062000Z', '01008KT', '300V080', '9999', 'FEW050', 'SCT230', '20/03', 'Q1027')"
Feb2008-062100Z,SPZO,36009KT,310V070,9999,,,,FEW050,SCT230,,21,1,1026,0,"('SPZO', 'Feb2008-062100Z', '36009KT', '310V070', '9999', 'FEW050', 'SCT230', '21/01', 'Q1026')"
Feb2008-062200Z,SPZO,35012KT,320V030,9999,,,,FEW050,SCT230,,18,2,1026,0,"('SPZO', 'Feb2008-062200Z', '35012KT', '320V030', '9999', 'FEW050', 'SCT230', '18/02', 'Q1026')"
Feb2008-062300Z,SPZO,00000KT,,9999,,,,FEW050,BKN230,,17,1,1027,0,"('SPZO', 'Feb2008-062300Z', '00000KT', '9999', 'FEW050', 'BKN230', '17/01', 'Q1027')"
Feb2008-070000Z,SPZO,36009KT,300V040,9999,,,,FEW043,BKN230,,15,2,1029,0,"('SPZO', 'Feb2008-070000Z', '36009KT', '300V040', '9999', 'FEW043', 'BKN230', '15/02', 'Q1029')"
Feb2008-070100Z,SPZO,35010KT,310V020,9999,,,,FEW043,SCT080,,13,1,1029,0,"('SPZO', 'Feb2008-070100Z', '35010KT', '310V020', '9999', 'FEW043', 'SCT080', '13/01', 'Q1029')"
Feb2008-070200Z,SPZO,VRB03KT,,9999,,,,FEW046,SCT080,,13,2,1031,0,"('SPZO', 'Feb2008-070200Z', 'VRB03KT', '9999', 'FEW046', 'SCT080', '13/02', 'Q1031')"
Feb2008-070300Z,SPZO,06004KT,,9999,,,,FEW046,SCT080,,12,3,1032,0,"('SPZO', 'Feb2008-070300Z', '06004KT', '9999', 'FEW046', 'SCT080', '12/03', 'Q1032')"
Feb2008-070400Z,SPZO,00000KT,,9999,,,,SCT043,SCT080,,11,4,1032,0,"('SPZO', 'Feb2008-070400Z', '00000KT', '9999', 'SCT043', 'SCT080', '11/04', 'Q1032')"
Feb2008-070500Z,SPZO,00000KT,,9999,,,,SCT040,SCT080,,10,4,1032,0,"('SPZO', 'Feb2008-070500Z', '00000KT', '9999', 'SCT040', 'SCT080', '10/04', 'Q1032')"
Feb2008-070600Z,SPZO,00000KT,,9999,,,,SCT043,,,7,3,1031,0,"('SPZO', 'Feb2008-070600Z', '00000KT', '9999', 'SCT043', '07/03', 'Q1031')"
Feb2008-070700Z,SPZO,00000KT,,9999,,,,FEW043,SCT230,,8,4,1031,0,"('SPZO', 'Feb2008-070700Z', '00000KT', '9999', 'FEW043', 'SCT230', '08/04', 'Q1031')"
Feb2008-070800Z,SPZO,07002KT,,9999,,,,SCT036,SCT080,,7,4,1030,0,"('SPZO', 'Feb2008-070800Z', '07002KT', '9999', 'SCT036', 'SCT080', '07/04', 'Q1030')"
Feb2008-070900Z,SPZO,00000KT,,9999,,,,SCT050,,,7,4,1030,0,"('SPZO', 'Feb2008-070900Z', '00000KT', '9999', 'SCT050', '07/04', 'Q1030')"
Feb2008-071000Z,SPZO,VRB02KT,,9999,,,,FEW050,SCT230,,6,3,1031,0,"('SPZO', 'Feb2008-071000Z', 'VRB02KT', '9999', 'FEW050', 'SCT230', '06/03', 'Q1031')"
Feb2008-071100Z,SPZO,00000KT,,9999,,,,FEW043,BKN230,,6,3,1032,0,"('SPZO', 'Feb2008-071100Z', '00000KT', '9999', 'FEW043', 'BKN230', '06/03', 'Q1032')"
Feb2008-071200Z,SPZO,00000KT,,9999,,,,FEW050,SCT230,,10,4,1032,0,"('SPZO', 'Feb2008-071200Z', '00000KT', '9999', 'FEW050', 'SCT230', '10/04', 'Q1032')"
Feb2008-071300Z,SPZO,00000KT,,9999,,,,FEW050,SCT230,,12,4,1033,0,"('SPZO', 'Feb2008-071300Z', '00000KT', '9999', 'FEW050', 'SCT230', '12/04', 'Q1033')"
Feb2008-071400Z,SPZO,00000KT,,9999,,,,FEW050,,,15,4,1033,0,"('SPZO', 'Feb2008-071400Z', '00000KT', '9999', 'FEW050', '15/04', 'Q1033')"
Feb2008-071500Z,SPZO,VRB03KT,,9999,,,,SCT050,,,17,3,1032,0,"('SPZO', 'Feb2008-071500Z', 'VRB03KT', '9999', 'SCT050', '17/03', 'Q1032')"
Feb2008-071600Z,SPZO,VRB03KT,,9999,,,,SCT050,,,18,4,1031,0,"('SPZO', 'Feb2008-071600Z', 'VRB03KT', '9999', 'SCT050', '18/04', 'Q1031')"
Feb2008-071700Z,SPZO,VRB03KT,,9999,,,,SCT050,,,20,3,1030,0,"('SPZO', 'Feb2008-071700Z', 'VRB03KT', '9999', 'SCT050', '20/03', 'Q1030')"
Feb2008-071800Z,SPZO,VRB04KT,,9999,,,,SCT050,,,20,4,1029,0,"('SPZO', 'Feb2008-071800Z', 'VRB04KT', '9999', 'SCT050', '20/04', 'Q1029')"
Feb2008-071900Z,SPZO,01011KT,330V060,9999,,,,SCT050,,,21,4,1027,0,"('SPZO', 'Feb2008-071900Z', '01011KT', '330V060', '9999', 'SCT050', '21/04', 'Q1027')"
Feb2008-072000Z,SPZO,01011KT,330V070,9999,,,,FEW050,,,21,3,1026,0,"('SPZO', 'Feb2008-072000Z', '01011KT', '330V070', '9999', 'FEW050', '21/03', 'Q1026')"
Feb2008-072100Z,SPZO,01013KT,330V040,9999,,,,FEW043,SCT230,,21,4,1026,0,"('SPZO', 'Feb2008-072100Z', '01013KT', '330V040', '9999', 'FEW043', 'SCT230', '21/04', 'Q1026')"
Feb2008-072200Z,SPZO,02010KT,330V070,9999,,,,FEW043,SCT100,BKN230,18,1,1026,0,"('SPZO', 'Feb2008-072200Z', '02010KT', '330V070', '9999', 'FEW043', 'SCT100', 'BKN230', '18/01', 'Q1026')"
Feb2008-072300Z,SPZO,04007KT,320V110,9999,,,,SCT046,BKN100,,16,2,1027,0,"('SPZO', 'Feb2008-072300Z', '04007KT', '320V110', '9999', 'SCT046', 'BKN100', '16/02', 'Q1027')"
Feb2008-080000Z,SPZO,VRB03KT,,9999,,,,FEW050,OVC100,,15,3,1029,0,"('SPZO', 'Feb2008-080000Z', 'VRB03KT', '9999', 'FEW050', 'OVC100', '15/03', 'Q1029')"
Feb2008-080100Z,SPZO,08002KT,,9999,,,,FEW050,OVC100,,14,5,1030,0,"('SPZO', 'Feb2008-080100Z', '08002KT', '9999', 'FEW050', 'OVC100', '14/05', 'Q1030')"
Feb2008-080200Z,SPZO,VRB04KT,,9999,,,,FEW050,OVC100,,14,5,1031,0,"('SPZO', 'Feb2008-080200Z', 'VRB04KT', '9999', 'FEW050', 'OVC100', '14/05', 'Q1031')"
Feb2008-080300Z,SPZO,05003KT,,9999,,,,FEW050,OVC100,,13,6,1032,0,"('SPZO', 'Feb2008-080300Z', '05003KT', '9999', 'FEW050', 'OVC100', '13/06', 'Q1032')"
Feb2008-080400Z,SPZO,00000KT,,9999,,,,FEW050,OVC100,,13,6,1032,0,"('SPZO', 'Feb2008-080400Z', '00000KT', '9999', 'FEW050', 'OVC100', '13/06', 'Q1032')"
Feb2008-080500Z,SPZO,00000KT,,9999,,,,FEW050,BKN100,,10,6,1032,0,"('SPZO', 'Feb2008-080500Z', '00000KT', '9999', 'FEW050', 'BKN100', '10/06', 'Q1032')"
Feb2008-080600Z,SPZO,00000KT,,9999,,,,FEW050,BKN100,,10,5,1031,0,"('SPZO', 'Feb2008-080600Z', '00000KT', '9999', 'FEW050', 'BKN100', '10/05', 'Q1031')"
Feb2008-080700Z,SPZO,00000KT,,9999,,,,FEW050,SCT100,,9,5,1030,0,"('SPZO', 'Feb2008-080700Z', '00000KT', '9999', 'FEW050', 'SCT100', '09/05', 'Q1030')"
Feb2008-080800Z,SPZO,00000KT,,9999,,,,FEW050,SCT100,,8,5,1030,0,"('SPZO', 'Feb2008-080800Z', '00000KT', '9999', 'FEW050', 'SCT100', '08/05', 'Q1030')"
Feb2008-080900Z,SPZO,00000KT,,9999,,,,FEW050,SCT100,,8,4,1030,0,"('SPZO', 'Feb2008-080900Z', '00000KT', '9999', 'FEW050', 'SCT100', '08/04', 'Q1030')"
Feb2008-081000Z,SPZO,00000KT,,9999,,,,FEW046,SCT100,,7,3,1031,0,"('SPZO', 'Feb2008-081000Z', '00000KT', '9999', 'FEW046', 'SCT100', '07/03', 'Q1031')"
Feb2008-081100Z,SPZO,07004KT,,9999,,,,FEW046,OVC100,,7,4,1031,0,"('SPZO', 'Feb2008-081100Z', '07004KT', '9999', 'FEW046', 'OVC100', '07/04', 'Q1031')"
Feb2008-081200Z,SPZO,VRB03KT,,9999,,,,SCT043,BKN230,,10,5,1032,0,"('SPZO', 'Feb2008-081200Z', 'VRB03KT', '9999', 'SCT043', 'BKN230', '10/05', 'Q1032')"
Feb2008-081300Z,SPZO,VRB01KT,,9999,,,,FEW043,BKN230,,12,5,1033,0,"('SPZO', 'Feb2008-081300Z', 'VRB01KT', '9999', 'FEW043', 'BKN230', '12/05', 'Q1033')"
Feb2008-081400Z,SPZO,VRB03KT,,9999,,,,FEW043,BKN230,,15,6,1032,0,"('SPZO', 'Feb2008-081400Z', 'VRB03KT', '9999', 'FEW043', 'BKN230', '15/06', 'Q1032')"
Feb2008-081500Z,SPZO,VRB05KT,,9999,,,,SCT046,BKN230,,17,4,1031,0,"('SPZO', 'Feb2008-081500Z', 'VRB05KT', '9999', 'SCT046', 'BKN230', '17/04', 'Q1031')"
Feb2008-081600Z,SPZO,10004KT,360V150,9999,,,,SCT050,SCT230,,19,5,1030,0,"('SPZO', 'Feb2008-081600Z', '10004KT', '360V150', '9999', 'SCT050', 'SCT230', '19/05', 'Q1030')"
Feb2008-081700Z,SPZO,VRB05KT,,9999,,,,SCT050,SCT230,,19,4,1029,0,"('SPZO', 'Feb2008-081700Z', 'VRB05KT', '9999', 'SCT050', 'SCT230', '19/04', 'Q1029')"
Feb2008-081800Z,SPZO,VRB07KT,,9999,,,,SCT050,SCT230,,21,5,1028,0,"('SPZO', 'Feb2008-081800Z', 'VRB07KT', '9999', 'SCT050', 'SCT230', '21/05', 'Q1028')"
Feb2008-081900Z,SPZO,35008KT,290V060,9999,,,,BKN050,,,22,1,1027,0,"('SPZO', 'Feb2008-081900Z', '35008KT', '290V060', '9999', 'BKN050', '22/01', 'Q1027')"
Feb2008-082000Z,SPZO,01008KT,310V070,9999,,,,SCT050,,,22,1,1026,0,"('SPZO', 'Feb2008-082000Z', '01008KT', '310V070', '9999', 'SCT050', '22/01', 'Q1026')"
Feb2008-082100Z,SPZO,04010KT,300V070,9999,,,,SCT050,SCT230,,20,1,1025,0,"('SPZO', 'Feb2008-082100Z', '04010KT', '300V070', '9999', 'SCT050', 'SCT230', '20/01', 'Q1025')"
Feb2008-082200Z,SPZO,03011KT,330V100,9999,,,,FEW046TCU,BKN230,,19,1,1025,0,"('SPZO', 'Feb2008-082200Z', '03011KT', '330V100', '9999', 'FEW046TCU', 'BKN230', '19/01', 'Q1025')"
Feb2008-082300Z,SPZO,06009KT,340V110,9999,,,,FEW046TCU,BKN230,,17,3,1026,0,"('SPZO', 'Feb2008-082300Z', '06009KT', '340V110', '9999', 'FEW046TCU', 'BKN230', '17/03', 'Q1026')"
Feb2008-090000Z,SPZO,08006KT,030V110,9999,,,,SCT043TCU,BKN100,,15,4,1027,0,"('SPZO', 'Feb2008-090000Z', '08006KT', '030V110', '9999', 'SCT043TCU', 'BKN100', '15/04', 'Q1027')"
Feb2008-090100Z,SPZO,08002KT,,9999,,,,FEW040,SCT230,,14,5,1028,0,"('SPZO', 'Feb2008-090100Z', '08002KT', '9999', 'FEW040', 'SCT230', '14/05', 'Q1028')"
Feb2008-090200Z,SPZO,07005KT,,9999,,,,FEW043,SCT230,,13,5,1029,0,"('SPZO', 'Feb2008-090200Z', '07005KT', '9999', 'FEW043', 'SCT230', '13/05', 'Q1029')"
Feb2008-090300Z,SPZO,09004KT,,9999,,,,SCT043,SCT230,,12,4,1030,0,"('SPZO', 'Feb2008-090300Z', '09004KT', '9999', 'SCT043', 'SCT230', '12/04', 'Q1030')"
Feb2008-090400Z,SPZO,00000KT,,9999,,,,SCT040,SCT080,,12,4,1031,0,"('SPZO', 'Feb2008-090400Z', '00000KT', '9999', 'SCT040', 'SCT080', '12/04', 'Q1031')"
Feb2008-090500Z,SPZO,00000KT,,9999,,,,SCT040,SCT070,,12,4,1030,0,"('SPZO', 'Feb2008-090500Z', '00000KT', '9999', 'SCT040', 'SCT070', '12/04', 'Q1030')"
Feb2008-090600Z,SPZO,00000KT,,9999,,,,SCT036,BKN043,,11,4,1029,0,"('SPZO', 'Feb2008-090600Z', '00000KT', '9999', 'SCT036', 'BKN043', '11/04', 'Q1029')"
Feb2008-090700Z,SPZO,00000KT,,9999,,,,SCT043,,,9,4,1029,0,"('SPZO', 'Feb2008-090700Z', '00000KT', '9999', 'SCT043', '09/04', 'Q1029')"
Feb2008-090800Z,SPZO,00000KT,,9999,,,,SCT046,,,9,4,1029,0,"('SPZO', 'Feb2008-090800Z', '00000KT', '9999', 'SCT046', '09/04', 'Q1029')"
Feb2008-090900Z,SPZO,00000KT,,9999,,,,SCT046,,,8,4,1029,0,"('SPZO', 'Feb2008-090900Z', '00000KT', '9999', 'SCT046', '08/04', 'Q1029')"
Feb2008-091000Z,SPZO,VRB01KT,,9999,,,,FEW043,SCT230,,7,4,1029,0,"('SPZO', 'Feb2008-091000Z', 'VRB01KT', '9999', 'FEW043', 'SCT230', '07/04', 'Q1029')"
Feb2008-091100Z,SPZO,VRB01KT,,9999,,,,FEW043,BKN230,,6,3,1030,0,"('SPZO', 'Feb2008-091100Z', 'VRB01KT', '9999', 'FEW043', 'BKN230', '06/03', 'Q1030')"
Feb2008-091200Z,SPZO,00000KT,,9999,,,,FEW050,,,9,5,1030,0,"('SPZO', 'Feb2008-091200Z', '00000KT', '9999', 'FEW050', '09/05', 'Q1030')"
Feb2008-091300Z,SPZO,VRB01KT,,9999,,,,FEW050,,,12,4,1031,0,"('SPZO', 'Feb2008-091300Z', 'VRB01KT', '9999', 'FEW050', '12/04', 'Q1031')"
Feb2008-091400Z,SPZO,VRB03KT,,9999,,,,FEW050,SCT230,,14,5,1031,0,"('SPZO', 'Feb2008-091400Z', 'VRB03KT', '9999', 'FEW050', 'SCT230', '14/05', 'Q1031')"
Feb2008-091500Z,SPZO,VRB03KT,,9999,,,,FEW050,SCT230,,16,5,1030,0,"('SPZO', 'Feb2008-091500Z', 'VRB03KT', '9999', 'FEW050', 'SCT230', '16/05', 'Q1030')"
Feb2008-091600Z,SPZO,VRB02KT,,9999,,,,SCT050,,,19,3,1029,0,"('SPZO', 'Feb2008-091600Z', 'VRB02KT', '9999', 'SCT050', '19/03', 'Q1029')"
Feb2008-091700Z,SPZO,VRB05KT,,9999,,,,SCT050,,,20,8,1028,0,"('SPZO', 'Feb2008-091700Z', 'VRB05KT', '9999', 'SCT050', '20/08', 'Q1028')"
Feb2008-091800Z,SPZO,29005KT,190V310,9999,,,,SCT050,,,20,3,1026,0,"('SPZO', 'Feb2008-091800Z', '29005KT', '190V310', '9999', 'SCT050', '20/03', 'Q1026')"
Feb2008-091900Z,SPZO,28005KT,210V350,9999,,,,FEW046TCU,BKN050,,20,5,1024,0,"('SPZO', 'Feb2008-091900Z', '28005KT', '210V350', '9999', 'FEW046TCU', 'BKN050', '20/05', 'Q1024')"
Feb2008-092000Z,SPZO,09021G33KT,060V120,9000,,TSRA,VCSH,BKN040CB,BKN050,,11,5,1026,0,"('SPZO', 'Feb2008-092000Z', '09021G33KT', '060V120', '9000', 'TSRA', 'VCSH', 'BKN040CB', 'BKN050', '11/05', 'Q1026')"
Feb2008-092100Z,SPZO,25008KT,210V300,9999,,,,FEW036,SCT060TCU,BKN100,10,7,1027,0,"('SPZO', 'Feb2008-092100Z', '25008KT', '210V300', '9999', 'FEW036', 'SCT060TCU', 'BKN100', '10/07', 'Q1027')"
Feb2008-092200Z,SPZO,VRB02KT,,9999,,,,FEW036,SCT046,BKN100,11,6,1027,0,"('SPZO', 'Feb2008-092200Z', 'VRB02KT', '9999', 'FEW036', 'SCT046', 'BKN100', '11/06', 'Q1027')"
Feb2008-092300Z,SPZO,VRB03KT,,9999,,,,SCT050,BKN100,,11,5,1028,0,"('SPZO', 'Feb2008-092300Z', 'VRB03KT', '9999', 'SCT050', 'BKN100', '11/05', 'Q1028')"
Feb2008-100000Z,SPZO,00000KT,,9999,,,,SCT050,SCT100,,11,5,1029,0,"('SPZO', 'Feb2008-100000Z', '00000KT', '9999', 'SCT050', 'SCT100', '11/05', 'Q1029')"
Feb2008-100100Z,SPZO,26006KT,240V310,9999,,,,SCT050,SCT100,,10,5,1029,0,"('SPZO', 'Feb2008-100100Z', '26006KT', '240V310', '9999', 'SCT050', 'SCT100', '10/05', 'Q1029')"
Feb2008-100200Z,SPZO,VRB03KT,,9999,,,,FEW036,OVC040,,11,5,1031,0,"('SPZO', 'Feb2008-100200Z', 'VRB03KT', '9999', 'FEW036', 'OVC040', '11/05', 'Q1031')"
Feb2008-100300Z,SPZO,24005KT,,9999,,,,SCT036,BKN043,,10,6,1031,0,"('SPZO', 'Feb2008-100300Z', '24005KT', '9999', 'SCT036', 'BKN043', '10/06', 'Q1031')"
Feb2008-100400Z,SPZO,VRB02KT,,9999,,,,OVC040,,,10,6,1031,0,"('SPZO', 'Feb2008-100400Z', 'VRB02KT', '9999', 'OVC040', '10/06', 'Q1031')"
Feb2008-100500Z,SPZO,00000KT,,9999,,,,FEW036,OVC043,,9,5,1031,0,"('SPZO', 'Feb2008-100500Z', '00000KT', '9999', 'FEW036', 'OVC043', '09/05', 'Q1031')"
Feb2008-100600Z,SPZO,00000KT,,9999,,,,SCT036,BKN046,,9,5,1030,0,"('SPZO', 'Feb2008-100600Z', '00000KT', '9999', 'SCT036', 'BKN046', '09/05', 'Q1030')"
Feb2008-100700Z,SPZO,00000KT,,9999,,,,SCT050,,,7,4,1029,0,"('SPZO', 'Feb2008-100700Z', '00000KT', '9999', 'SCT050', '07/04', 'Q1029')"
Feb2008-100800Z,SPZO,VRB02KT,,9999,,,,FEW043,,,7,5,1029,0,"('SPZO', 'Feb2008-100800Z', 'VRB02KT', '9999', 'FEW043', '07/05', 'Q1029')"
Feb2008-100900Z,SPZO,00000KT,,9999,,,,SCT036,SCT043,,7,4,1029,0,"('SPZO', 'Feb2008-100900Z', '00000KT', '9999', 'SCT036', 'SCT043', '07/04', 'Q1029')"
Feb2008-101000Z,SPZO,00000KT,,9999,,,,SCT036,BKN043,,8,5,1029,0,"('SPZO', 'Feb2008-101000Z', '00000KT', '9999', 'SCT036', 'BKN043', '08/05', 'Q1029')"
Feb2008-101100Z,SPZO,09002KT,,9999,,,,SCT036,BKN043,,8,6,1030,0,"('SPZO', 'Feb2008-101100Z', '09002KT', '9999', 'SCT036', 'BKN043', '08/06', 'Q1030')"
Feb2008-101200Z,SPZO,00000KT,,9999,,,,FEW025,SCT036,BKN043,9,6,1030,0,"('SPZO', 'Feb2008-101200Z', '00000KT', '9999', 'FEW025', 'SCT036', 'BKN043', '09/06', 'Q1030')"
Feb2008-101300Z,SPZO*,00000KT,,9999,,,,FEW025,SCT036,BKN040,10,6,1030,1,"('SPZO*', 'Feb2008-101300Z', '00000KT', '9999', 'FEW025', 'SCT036', 'BKN040', '10/06', 'Q1030')"
Feb2008-101400Z,SPZO,00000KT,,9999,,,,FEW033,SCT040,BKN050,11,4,1031,0,"('SPZO', 'Feb2008-101400Z', '00000KT', '9999', 'FEW033', 'SCT040', 'BKN050', '11/04', 'Q1031')"
Feb2008-101500Z,SPZO,00000KT,,9999,,,,SCT036,BKN080,,14,5,1031,0,"('SPZO', 'Feb2008-101500Z', '00000KT', '9999', 'SCT036', 'BKN080', '14/05', 'Q1031')"
Feb2008-101600Z,SPZO,VRB03KT,,9999,,,,SCT046,,,15,4,1030,0,"('SPZO', 'Feb2008-101600Z', 'VRB03KT', '9999', 'SCT046', '15/04', 'Q1030')"
Feb2008-101700Z,SPZO,VRB03KT,,9999,,,,SCT046,,,17,8,1029,0,"('SPZO', 'Feb2008-101700Z', 'VRB03KT', '9999', 'SCT046', '17/08', 'Q1029')"
Feb2008-101800Z,SPZO,00000KT,,9999,,,,SCT050,,,19,6,1028,0,"('SPZO', 'Feb2008-101800Z', '00000KT', '9999', 'SCT050', '19/06', 'Q1028')"
Feb2008-101900Z,SPZO,01011KT,340V070,9999,,,,FEW046CB,SCT050,,20,4,1026,0,"('SPZO', 'Feb2008-101900Z', '01011KT', '340V070', '9999', 'FEW046CB', 'SCT050', '20/04', 'Q1026')"
Feb2008-102000Z,SPZO,36013KT,350V050,9999,,VCSH,,FEW043CB,BKN100,,17,4,1026,0,"('SPZO', 'Feb2008-102000Z', '36013KT', '350V050', '9999', 'VCSH', 'FEW043CB', 'BKN100', '17/04', 'Q1026')"
